id_cliente,nombre,ciudad,fecha_alta,mascota,email
C0887,Bautista Fernández,Ensenada,2026-01-24,Otro,bautista.fernandez.887@hotmail.com
C0888,Santiago Sánchez,Berisso,2026-05-29,Perro,santiago.sanchez.888@yahoo.com.ar
C0889,Mateo González,Ensenada,2025-07-03,Gato,mateo.gonzalez.889@yahoo.com.ar
C0890,Joaquín Álvarez,La Plata,2023-03-16,Gato,joaquin.alvarez.890@outlook.com
C0891,Camila Álvarez,Gonnet,2023-06-20,Otro,camila.alvarez.891@hotmail.com
C0892,Valentina González,Los Hornos,2023-04-08,Gato,valentina.gonzalez.892@hotmail.com
C0893,Sofía González,Ringuelet,2023-02-12,Gato,sofia.gonzalez.893@outlook.com
C0894,Agustina Fernández,La Plata,2023-09-17,Perro,agustina.fernandez.894@outlook.com
C0895,Bruno López,Tolosa,2025-03-12,Perro,bruno.lopez.895@outlook.com
C0896,Nicolás González,La Plata,2024-07-25,Ave,nicolas.gonzalez.896@gmail.com
C0897,Delfina Pérez,City Bell,2025-11-14,Perro,delfina.perez.897@gmail.com
C0898,Nicolás Suárez,Los Hornos,2024-10-05,Perro y gato,nicolas.suarez.898@outlook.com
C0899,Malena Díaz,Ensenada,2024-01-22,Gato,malena.diaz.899@gmail.com
C0900,Lucía Suárez,,2024-04-07,Otro,lucia.suarez.900@gmail.com
C0901,Bruno Fernández,Los Hornos,2024-05-02,Gato,bruno.fernandez.901@outlook.com
C0902,Delfina Álvarez,Tolosa,2026-07-01,Gato,delfina.alvarez.902@hotmail.com
C0903,Delfina Álvarez,City Bell,2026-03-18,Gato,delfina.alvarez.903@outlook.com
C0904,Lucía Martínez,Berisso,2025-09-13,Otro,lucia.martinez.904@gmail.com
C0905,Mateo Castro,City Bell,2023-01-19,Gato,mateo.castro.905@yahoo.com.ar
C0906,Agustina Acosta,Los Hornos,2025-09-05,Perro y gato,agustina.acosta.906@hotmail.com
C0907,Malena González,Ringuelet,2024-11-06,Perro,malena.gonzalez.907@gmail.com
C0908,Bautista Fernández,Los Hornos,2024-01-24,Perro,bautista.fernandez.908@outlook.com
C0909,Lucía Romero,Los Hornos,2026-03-01,Perro,lucia.romero.909@gmail.com
C0910,Franco González,Los Hornos,2023-10-13,Perro,franco.gonzalez.910@gmail.com
C0911,Malena Ruiz,Los Hornos,2025-06-20,Perro,malena.ruiz.911@gmail.com
C0912,Joaquín López,La Plata,2025-01-13,Perro,joaquin.lopez.912@hotmail.com
C0913,Facundo Rodríguez,Los Hornos,2023-02-22,Perro,facundo.rodriguez.913@outlook.com
C0914,Martina Romero,Los Hornos,2025-03-09,Ave,martina.romero.914@yahoo.com.ar
C0915,Mateo Suárez,Tolosa,2023-08-25,Gato,mateo.suarez.915@yahoo.com.ar
C0916,Tomás Rossi,La Plata,2026-05-25,Perro,tomas.rossi.916@gmail.com
C0917,Joaquín Silva,City Bell,2025-11-23,Perro y gato,joaquin.silva.917@gmail.com
C0918,Julieta Ruiz,City Bell,2026-07-23,Gato,julieta.ruiz.918@yahoo.com.ar
C0919,Valentina Acosta,Los Hornos,2026-02-16,Perro,valentina.acosta.919@yahoo.com.ar
C0920,Agustina Herrera,La Plata,2026-02-26,Perro,agustina.herrera.920@gmail.com
C0921,Santiago Acosta,City Bell,2023-09-19,Ave,santiago.acosta.921@hotmail.com
C0922,Candela Rossi,La Plata,2023-08-27,Gato,candela.rossi.922@yahoo.com.ar
C0923,Valentina Romero,La Plata,2023-05-17,Gato,valentina.romero.923@hotmail.com
C0924,Camila Gómez,Los Hornos,2025-04-20,Perro,camila.gomez.924@hotmail.com
C0925,Candela Silva,Los Hornos,2024-09-16,Otro,candela.silva.925@hotmail.com
C0926,Facundo Romero,Los Hornos,2024-12-19,Otro,facundo.romero.926@hotmail.com
C0927,Mateo Ruiz,Los Hornos,2025-09-13,Perro,mateo.ruiz.927@yahoo.com.ar
C0928,Agustina Silva,Tolosa,2026-03-05,Gato,agustina.silva.928@outlook.com
C0929,Bruno Gómez,Berisso,2025-12-25,Perro,bruno.gomez.929@yahoo.com.ar
C0930,Sofía Pérez,City Bell,2024-02-08,Gato,sofia.perez.930@gmail.com
C0931,Bruno Fernández,Tolosa,2023-10-17,Ave,bruno.fernandez.931@gmail.com
C0932,Agustina Sánchez,La Plata,2023-11-25,Otro,agustina.sanchez.932@hotmail.com
C0933,Malena Torres,Los Hornos,2023-08-30,Otro,malena.torres.933@gmail.com
C0934,Franco Torres,Ringuelet,2024-06-29,Perro,franco.torres.934@gmail.com
C0935,Lucía González,Ensenada,2024-05-24,Perro,lucia.gonzalez.935@hotmail.com
C0936,Agustina Benítez,La Plata,2025-12-22,Perro,agustina.benitez.936@yahoo.com.ar
C0937,Bautista Díaz,Los Hornos,2023-12-24,Ave,bautista.diaz.937@gmail.com
C0938,Nicolás Rossi,Los Hornos,2026-03-23,Perro y gato,nicolas.rossi.938@gmail.com
C0939,Sofía Ruiz,City Bell,2023-09-04,Otro,sofia.ruiz.939@outlook.com
C0940,Bruno Fernández,La Plata,2023-04-22,Ave,bruno.fernandez.940@hotmail.com
C0941,Santiago Fernández,Ensenada,2024-01-22,Otro,santiago.fernandez.941@hotmail.com
C0942,Delfina Acosta,Tolosa,2025-08-04,Gato,delfina.acosta.942@yahoo.com.ar
C0943,Bruno Álvarez,Tolosa,2025-12-02,Gato,bruno.alvarez.943@gmail.com
C0944,Camila Rossi,Los Hornos,2023-01-30,Perro,camila.rossi.944@outlook.com
C0945,Joaquín Pérez,City Bell,2025-03-12,Otro,joaquin.perez.945hotmail.com
C0946,Delfina Fernández,La Plata,2026-06-02,Gato,delfina.fernandez.946@yahoo.com.ar
C0947,Santiago Suárez,La Plata,2025-05-02,Otro,santiago.suarez.947@outlook.com
C0948,Martina López,La Plata,2024-09-02,Gato,martina.lopez.948@gmail.com
C0949,Benjamín Fernández,La Plata,2023-02-10,Perro y gato,benjamin.fernandez.949@outlook.com
C0950,Delfina Rossi,La Plata,2025-02-17,Perro,delfina.rossi.950@yahoo.com.ar
C0951,Benjamín Rossi,Los Hornos,2024-07-14,Ave,benjamin.rossi.951@hotmail.com
C0952,Julieta López,La Plata,2023-10-21,Perro y gato,julieta.lopez.952@hotmail.com
C0953,Candela Díaz,Ringuelet,2025-09-02,Ave,candela.diaz.953@outlook.com
C0954,Malena Herrera,Villa Elisa,2025-01-25,Gato,malena.herrera.954@gmail.com
C0955,Joaquín Suárez,Los Hornos,2023-01-09,Gato,joaquin.suarez.955@gmail.com
C0956,Candela Acosta,Ringuelet,2024-05-15,Otro,candela.acosta.956@yahoo.com.ar
C0957,Franco Álvarez,,2024-06-18,Gato,franco.alvarez.957@gmail.com
C0958,Sofía López,Los Hornos,2025-12-21,Perro,sofia.lopez.958@hotmail.com
C0959,Sofía Romero,City Bell,2025-10-23,Gato,sofia.romero.959@yahoo.com.ar
C0960,Martina Sánchez,Ringuelet,2023-01-04,Perro,martina.sanchez.960@hotmail.com
C0961,Franco Gómez,Villa Elisa,2025-01-28,Ave,franco.gomez.961@yahoo.com.ar
C0962,Malena Silva,La Plata,2024-04-05,Gato,malena.silva.962@hotmail.com
C0963,Facundo Ruiz,Los Hornos,2024-05-07,Perro,facundo.ruiz.963@yahoo.com.ar
C0964,Valentina Romero,La Plata,2025-07-28,Gato,valentina.romero.964@yahoo.com.ar
C0965,Joaquín Benítez,Tolosa,2023-03-25,Otro,joaquin.benitez.965@yahoo.com.ar
C0966,Benjamín Ruiz,Los Hornos,2023-06-11,Perro,benjamin.ruiz.966@yahoo.com.ar
C0967,Santiago Romero,Los Hornos,2024-09-20,Perro y gato,santiago.romero.967@gmail.com
C0968,Bruno Romero,La Plata,2023-02-17,Perro y gato,bruno.romero.968@hotmail.com
C0969,Tomás Torres,La Plata,2025-12-11,Perro y gato,tomas.torres.969@outlook.com
C0970,Nicolás Sánchez,Los Hornos,2023-04-22,Perro y gato,nicolas.sanchez.970@outlook.com
C0971,Mateo Suárez,Tolosa,2023-11-01,Gato,mateo.suarez.971@hotmail.com
C0972,Sofía Pérez,Los Hornos,2026-02-22,Gato,sofia.perez.972@gmail.com
C0973,Lucía Pérez,Villa Elisa,2025-10-02,Perro y gato,lucia.perez.973@outlook.com
C0974,Bautista Gómez,City Bell,2024-09-12,Ave,bautista.gomez.974@yahoo.com.ar
C0975,Franco Álvarez,Ensenada,2026-03-27,Ave,franco.alvarez.975@hotmail.com
C0976,Facundo Silva,La Plata,2023-08-17,Gato,facundo.silva.976@yahoo.com.ar
C0977,Mateo López,Los Hornos,2023-08-19,Perro,mateo.lopez.977@hotmail.com
C0978,Camila Díaz,Gonnet,2026-05-19,Ave,camila.diaz.978@gmail.com
C0979,Agustina Benítez,Gonnet,2025-04-18,Perro,agustina.benitez.979@outlook.com
C0980,Franco Álvarez,Los Hornos,2026-03-15,Perro,franco.alvarez.980@gmail.com
C0981,Candela Álvarez,Ensenada,2024-07-04,Gato,candela.alvarez.981@gmail.com
C0982,Julieta Suárez,City Bell,2023-10-07,Otro,julieta.suarez.982@hotmail.com
C0983,Martina Álvarez,Ringuelet,2023-08-03,Gato,martina.alvarez.983@yahoo.com.ar
C0984,Nicolás Gómez,Tolosa,2025-06-16,Perro,nicolas.gomez.984@yahoo.com.ar
C0985,Lucía Torres,City Bell,2026-07-17,Perro,lucia.torres.985@gmail.com
C0986,Facundo Ruiz,La Plata,2024-01-16,Otro,facundo.ruiz.986@yahoo.com.ar
C0987,Nicolás Acosta,Tolosa,2024-08-13,Gato,nicolas.acosta.987@yahoo.com.ar
C0988,Malena Gómez,La Plata,2026-06-27,Gato,malena.gomez.988@hotmail.com
C0989,Facundo Pérez,City Bell,2025-11-25,Otro,facundo.perez.989@hotmail.com
C0990,Facundo Acosta,City Bell,2023-09-15,Perro,facundo.acosta.990@yahoo.com.ar
C0991,Facundo Gómez,La Plata,2024-03-05,Perro,facundo.gomez.991@hotmail.com
C0992,Franco Herrera,Los Hornos,2025-03-27,Perro y gato,franco.herrera.992@hotmail.com
C0993,Nicolás Suárez,La Plata,2024-07-06,Gato,nicolas.suarez.993@gmail.com
C0994,Camila Díaz,Los Hornos,2023-05-29,Ave,camila.diaz.994@gmail.com
C0995,Agustina González,Ensenada,2023-11-30,Perro,agustina.gonzalez.995@yahoo.com.ar
C0996,Julieta Álvarez,La Plata,2024-12-03,Perro,julieta.alvarez.996@outlook.com
C0997,Benjamín González,City Bell,2026-02-08,Gato,benjamin.gonzalez.997@gmail.com
C0998,Benjamín Fernández,Los Hornos,2026-03-16,Gato,benjamin.fernandez.998@outlook.com
C0999,Bautista Castro,La Plata,2023-04-05,Gato,bautista.castro.999@outlook.com
C1000,Benjamín Herrera,La Plata,2023-05-03,Otro,
C1001,Camila Suárez,La Plata,2025-03-04,Gato,camila.suarez.1001@hotmail.com
C1002,Sofía Silva,City Bell,2023-02-07,Perro,sofia.silva.1002@hotmail.com
C1003,Candela Martínez,La Plata,2024-05-08,Perro,candela.martinez.1003@outlook.com
C1004,Tomás Díaz,Los Hornos,2023-07-20,Gato,tomas.diaz.1004@outlook.com
C1005,Delfina Acosta,Tolosa,2025-10-17,Gato,delfina.acosta.1005@outlook.com
C1006,Mateo Torres,City Bell,2023-04-09,Gato,mateo.torres.1006@gmail.com
C1007,Julieta Sánchez,Berisso,2026-04-30,Gato,julieta.sanchez.1007@gmail.com
C1008,Franco González,,2025-09-28,Gato,franco.gonzalez.1008@outlook.com
C1009,Facundo González,Tolosa,2024-02-04,Perro,facundo.gonzalez.1009@gmail.com
C1010,Julieta Rossi,Berisso,2025-07-18,Perro y gato,julieta.rossi.1010@hotmail.com
C1011,Joaquín Suárez,La Plata,2023-08-15,Gato,joaquin.suarez.1011@outlook.com
C1012,Franco Rossi,Tolosa,2025-01-08,Gato,franco.rossi.1012@yahoo.com.ar
C1013,Julieta Rossi,Los Hornos,2026-03-04,Perro,julieta.rossi.1013@yahoo.com.ar
C1014,Agustina Herrera,City Bell,2023-10-10,Perro,agustina.herrera.1014@hotmail.com
C1015,Julieta Rodríguez,Los Hornos,2025-11-14,Perro,julieta.rodriguez.1015@hotmail.com
C1016,Agustina Gómez,Los Hornos,2026-03-18,Perro y gato,agustina.gomez.1016@hotmail.com
C1017,Facundo López,Gonnet,2023-02-07,Perro y gato,facundo.lopez.1017@gmail.com
C1018,Delfina Castro,Los Hornos,2023-07-29,Gato,delfina.castro.1018@outlook.com
C1019,Valentina Romero,City Bell,2023-07-06,Perro y gato,valentina.romero.1019@hotmail.com
C1020,Santiago Torres,Villa Elisa,2026-07-03,Ave,santiago.torres.1020@hotmail.com
C1021,Facundo Fernández,Tolosa,2025-03-28,Gato,facundo.fernandez.1021@yahoo.com.ar
C1022,Camila González,Villa Elisa,2026-05-16,Ave,camila.gonzalez.1022@yahoo.com.ar
C1023,Facundo Pérez,Los Hornos,2026-02-17,Ave,facundo.perez.1023@outlook.com
C1024,Lucía Acosta,Ringuelet,2023-04-03,Perro y gato,lucia.acosta.1024@outlook.com
C1025,Bautista Díaz,Los Hornos,2023-09-30,Gato,bautista.diaz.1025@hotmail.com
C1026,Facundo Torres,Villa Elisa,2024-02-17,Gato,facundo.torres.1026@yahoo.com.ar
C1027,Bautista Benítez,Ensenada,2023-01-21,Gato,bautista.benitez.1027@outlook.com
C1028,Mateo Díaz,Berisso,2025-03-12,Perro,mateo.diaz.1028@gmail.com
C1029,Malena González,La Plata,2025-08-08,Gato,malena.gonzalez.1029@yahoo.com.ar
C1030,Sofía Acosta,City Bell,2023-07-28,Otro,sofia.acosta.1030@outlook.com
C1031,Nicolás Romero,Ringuelet,2025-09-03,Perro,nicolas.romero.1031@gmail.com
C1032,Benjamín Silva,Los Hornos,2023-10-28,Perro,benjamin.silva.1032@hotmail.com
C1033,Bruno Silva,Ensenada,2024-06-29,Perro y gato,bruno.silva.1033@yahoo.com.ar
C1034,Candela Rodríguez,Ensenada,2023-09-11,Perro,candela.rodriguez.1034@yahoo.com.ar
C1035,Julieta Gómez,Tolosa,2024-05-14,Perro y gato,julieta.gomez.1035@outlook.com
C1036,Tomás Torres,Los Hornos,2026-03-10,Gato,tomas.torres.1036@hotmail.com
C1037,Mateo Romero,La Plata,2026-01-07,Otro,mateo.romero.1037@gmail.com
C1038,Tomás Gómez,Gonnet,2024-08-11,Gato,tomas.gomez.1038@outlook.com
C1039,Sofía López,Berisso,2025-12-07,Perro y gato,sofia.lopez.1039@outlook.com
C1040,Sofía Álvarez,Berisso,2024-12-23,Ave,sofia.alvarez.1040@yahoo.com.ar
C1041,Agustina Martínez,Gonnet,2026-02-17,Perro,agustina.martinez.1041@outlook.com
C1042,Joaquín Sánchez,Los Hornos,2023-10-30,Gato,joaquin.sanchez.1042@outlook.com
C1043,Facundo Romero,City Bell,2024-05-25,Perro y gato,facundo.romero.1043@outlook.com
C1044,Santiago Rossi,City Bell,2024-06-15,Perro,santiago.rossi.1044@outlook.com
C1045,Agustina Romero,Tolosa,2026-05-12,Ave,agustina.romero.1045@hotmail.com
C1046,Malena Fernández,Los Hornos,2024-05-11,Perro y gato,malena.fernandez.1046@yahoo.com.ar
C1047,Nicolás Gómez,La Plata,2026-07-06,Otro,nicolas.gomez.1047@outlook.com
C1048,Agustina Fernández,La Plata,2024-02-29,Ave,agustina.fernandez.1048@hotmail.com
C1049,Julieta Díaz,Los Hornos,2023-02-14,Gato,julieta.diaz.1049@gmail.com
C1050,Nicolás Castro,Ensenada,2024-05-19,Otro,nicolas.castro.1050@yahoo.com.ar
C1051,Martina Romero,La Plata,2025-03-10,Gato,martina.romero.1051@hotmail.com
C1052,Delfina Pérez,Villa Elisa,2025-12-26,Gato,delfina.perez.1052@hotmail.com
C1053,Camila Díaz,City Bell,2025-09-09,Ave,camila.diaz.1053@outlook.com
C1054,Camila Acosta,La Plata,2025-03-20,Perro y gato,camila.acosta.1054@gmail.com
C1055,Joaquín Martínez,City Bell,2025-08-21,Otro,joaquin.martinez.1055@hotmail.com
C1056,Malena González,Ringuelet,2026-01-13,Otro,malena.gonzalez.1056@hotmail.com
C1057,Nicolás Fernández,Ringuelet,2026-03-13,Perro,nicolas.fernandez.1057@yahoo.com.ar
C1058,Malena Rossi,La Plata,2025-02-26,Perro y gato,malena.rossi.1058@gmail.com
C1059,Valentina Díaz,Tolosa,2024-02-14,Perro,valentina.diaz.1059@outlook.com
C1060,Facundo Sánchez,City Bell,2026-06-16,Perro y gato,facundo.sanchez.1060@hotmail.com
C1061,Candela Benítez,La Plata,2025-01-05,Ave,candela.benitez.1061@yahoo.com.ar
C1062,Franco Fernández,Los Hornos,2026-06-30,Gato,franco.fernandez.1062@hotmail.com
C1063,Benjamín Suárez,City Bell,2024-12-05,Gato,benjamin.suarez.1063@hotmail.com
C1064,Tomás Torres,La Plata,2024-06-16,Perro,tomas.torres.1064@hotmail.com
C1065,Agustina Silva,La Plata,2023-09-17,Perro y gato,agustina.silva.1065@gmail.com
C1066,Facundo González,La Plata,2023-01-04,Perro y gato,facundo.gonzalez.1066@gmail.com
C1067,Sofía Acosta,Gonnet,2026-05-14,Gato,sofia.acosta.1067@outlook.com
C1068,Tomás Sánchez,Ringuelet,2025-03-07,Perro,tomas.sanchez.1068@yahoo.com.ar
C1069,Lucía Silva,La Plata,2024-03-10,Gato,lucia.silva.1069@outlook.com
C1070,Lucía Gómez,Ringuelet,2026-06-27,Perro,lucia.gomez.1070@hotmail.com
C1071,Santiago Gómez,Los Hornos,2025-02-13,Gato,santiago.gomez.1071@yahoo.com.ar
C1072,Lucía Silva,City Bell,2023-12-05,Ave,lucia.silva.1072@gmail.com
C1073,Nicolás Díaz,Los Hornos,2024-09-29,Gato,nicolas.diaz.1073@outlook.com
C1074,Mateo Suárez,Tolosa,2024-10-24,Perro,mateo.suarez.1074@hotmail.com
C1075,Tomás Benítez,Gonnet,2024-10-22,Otro,tomas.benitez.1075@hotmail.com
C1076,Facundo Herrera,La Plata,2024-02-08,Ave,facundo.herrera.1076@outlook.com
C1077,Valentina Rodríguez,City Bell,2025-02-28,Perro,valentina.rodriguez.1077@gmail.com
C1078,Valentina Ruiz,Los Hornos,2024-11-25,Perro,valentina.ruiz.1078@gmail.com
C1079,Malena López,Ensenada,2025-02-09,Ave,malena.lopez.1079@outlook.com
C1080,Santiago Ruiz,La Plata,2024-04-13,Perro,santiago.ruiz.1080@outlook.com
C1081,Bautista Benítez,Los Hornos,2023-12-15,Ave,bautista.benitez.1081@yahoo.com.ar
C1082,Facundo Díaz,Los Hornos,2023-07-19,Perro y gato,facundo.diaz.1082@yahoo.com.ar
C1083,Camila Romero,Berisso,2023-05-08,Perro,camila.romero.1083@hotmail.com
C1084,Martina Romero,La Plata,2026-04-29,Ave,martina.romero.1084@outlook.com
C1085,Lucía Díaz,La Plata,2024-08-15,Perro,lucia.diaz.1085@gmail.com
C1086,Martina Herrera,Tolosa,2025-07-23,Perro y gato,martina.herrera.1086@gmail.com
C1087,Valentina Pérez,City Bell,2025-03-18,Perro,valentina.perez.1087@yahoo.com.ar
C1088,Benjamín Rossi,Ensenada,2024-05-16,Ave,benjamin.rossi.1088@yahoo.com.ar
C1089,Julieta Díaz,,2025-06-28,Gato,julieta.diaz.1089@outlook.com
C1090,Benjamín Álvarez,La Plata,2026-02-28,Gato,benjamin.alvarez.1090@outlook.com
C1091,Nicolás Silva,Gonnet,2024-04-06,Gato,nicolas.silva.1091@gmail.com
C1092,Agustina Romero,Los Hornos,2025-12-29,Perro,agustina.romero.1092@outlook.com
C1093,Santiago Torres,City Bell,2025-05-20,Perro,santiago.torres.1093@hotmail.com
C1094,Malena Fernández,La Plata,2023-05-09,Gato,malena.fernandez.1094@outlook.com
C1095,Joaquín Rodríguez,Los Hornos,2023-07-28,Otro,joaquin.rodriguez.1095@outlook.com
C1096,Bautista Herrera,Los Hornos,2024-01-29,Gato,bautista.herrera.1096@outlook.com
C1097,Bruno Gómez,City Bell,2023-02-15,Ave,bruno.gomez.1097@hotmail.com
C1098,Camila Pérez,La Plata,2026-05-09,Perro,camila.perez.1098@outlook.com
C1099,Sofía Herrera,La Plata,2025-04-16,Gato,sofia.herrera.1099@outlook.com
C1100,Agustina Romero,Los Hornos,2024-10-12,Perro,agustina.romero.1100@outlook.com
C1101,Joaquín Acosta,Los Hornos,2025-06-12,Otro,joaquin.acosta.1101@gmail.com
C1102,Malena Sánchez,Tolosa,2024-10-11,Gato,malena.sanchez.1102@outlook.com
C1103,Nicolás Castro,Ringuelet,2023-01-13,Gato,nicolas.castro.1103@yahoo.com.ar
C1104,Sofía Álvarez,Los Hornos,2026-03-31,Perro,sofia.alvarez.1104@outlook.com
C1105,Joaquín Pérez,Gonnet,2023-04-28,Gato,joaquin.perez.1105@hotmail.com
C1106,Mateo López,La Plata,2026-02-23,Gato,mateo.lopez.1106@outlook.com
C1107,Candela Gómez,La Plata,2024-11-18,Otro,candela.gomez.1107@gmail.com
C1108,Mateo Castro,Los Hornos,2023-03-30,Gato,mateo.castro.1108@gmail.com
C1109,Bruno Rodríguez,Ringuelet,2026-02-23,Perro y gato,bruno.rodriguez.1109yahoo.com.ar
C1110,Bruno Sánchez,La Plata,2024-01-27,Ave,bruno.sanchez.1110@yahoo.com.ar
C1111,Santiago López,Tolosa,2024-03-17,Gato,santiago.lopez.1111@gmail.com
C1112,Bautista Benítez,La Plata,2025-04-14,Perro,bautista.benitez.1112@yahoo.com.ar
C1113,Joaquín Silva,City Bell,2025-09-19,Ave,joaquin.silva.1113@gmail.com
C1114,Delfina Gómez,La Plata,2024-02-09,Otro,delfina.gomez.1114@outlook.com
C1115,Nicolás Pérez,Gonnet,2026-01-17,Perro y gato,nicolas.perez.1115@yahoo.com.ar
C1116,Delfina Herrera,La Plata,2023-02-22,Perro y gato,delfina.herrera.1116@gmail.com
C1117,Bruno González,Ringuelet,2026-06-04,Perro,bruno.gonzalez.1117@gmail.com
C1118,Malena Pérez,City Bell,2026-06-07,Gato,malena.perez.1118@gmail.com
C1119,Franco Romero,La Plata,2024-04-26,Gato,franco.romero.1119@yahoo.com.ar
C1120,Martina Suárez,Ensenada,2025-10-27,Perro,martina.suarez.1120@gmail.com
C1121,Bruno Benítez,Los Hornos,2026-04-09,Gato,bruno.benitez.1121@yahoo.com.ar
C1122,Valentina Romero,Gonnet,2025-08-22,Perro,valentina.romero.1122@gmail.com
C1123,Delfina Sánchez,La Plata,2023-05-13,Perro,delfina.sanchez.1123@outlook.com
C1124,Agustina Rossi,Los Hornos,2026-01-20,Perro y gato,agustina.rossi.1124@gmail.com
C1125,Joaquín Fernández,City Bell,2023-01-18,Perro y gato,joaquin.fernandez.1125@gmail.com
C1126,Delfina Martínez,Los Hornos,2024-12-24,Perro y gato,delfina.martinez.1126@hotmail.com
C1127,Facundo Rossi,City Bell,2023-04-04,Perro,facundo.rossi.1127@hotmail.com
C1128,Lucía Rossi,La Plata,2025-04-10,Perro,lucia.rossi.1128@hotmail.com
C1129,Bautista Díaz,Berisso,2025-06-15,Ave,bautista.diaz.1129@outlook.com
C1130,Camila Herrera,Berisso,2026-03-06,Perro,camila.herrera.1130@yahoo.com.ar
C1131,Candela González,Berisso,2025-11-13,Gato,candela.gonzalez.1131@yahoo.com.ar
C1132,Martina Sánchez,Ensenada,2023-04-07,Perro y gato,martina.sanchez.1132@outlook.com
C1133,Sofía Rossi,Gonnet,2026-05-23,Ave,sofia.rossi.1133@yahoo.com.ar
C1134,Valentina Díaz,La Plata,2024-06-10,Perro,valentina.diaz.1134@outlook.com
C1135,Julieta Herrera,Ringuelet,2026-05-22,Ave,julieta.herrera.1135@yahoo.com.ar
C1136,Nicolás Herrera,City Bell,2023-12-26,Otro,nicolas.herrera.1136@hotmail.com
C1137,Bruno Díaz,Los Hornos,2024-05-13,Perro,bruno.diaz.1137@hotmail.com
C1138,Lucía Benítez,Tolosa,2023-08-10,Perro y gato,lucia.benitez.1138@hotmail.com
C1139,Delfina Díaz,La Plata,2026-02-28,Perro,delfina.diaz.1139@hotmail.com
C1140,Santiago López,Los Hornos,2023-07-19,Ave,santiago.lopez.1140@gmail.com
C1141,Nicolás Martínez,,2026-03-07,Gato,nicolas.martinez.1141@yahoo.com.ar
C1142,Delfina Pérez,City Bell,2025-05-25,Perro y gato,delfina.perez.1142@gmail.com
C1143,Valentina López,Berisso,2026-03-02,Perro y gato,valentina.lopez.1143@hotmail.com
C1144,Mateo Romero,Ringuelet,2024-05-11,Otro,mateo.romero.1144@outlook.com
C1145,Joaquín Ruiz,La Plata,2026-05-15,Perro y gato,joaquin.ruiz.1145@outlook.com
C1146,Joaquín González,Los Hornos,2023-04-20,Perro,joaquin.gonzalez.1146@gmail.com
C1147,Joaquín Pérez,La Plata,2025-07-03,Perro y gato,joaquin.perez.1147@outlook.com
C1148,Benjamín Sánchez,City Bell,2025-03-05,Ave,benjamin.sanchez.1148@yahoo.com.ar
C1149,Lucía Martínez,City Bell,2024-12-09,Gato,lucia.martinez.1149@hotmail.com
C1150,Bruno Herrera,Ringuelet,2024-04-15,Perro,bruno.herrera.1150@yahoo.com.ar
C1151,Delfina Benítez,City Bell,2025-10-24,Gato,delfina.benitez.1151@hotmail.com
C1152,Lucía Herrera,Berisso,2024-12-28,Gato,lucia.herrera.1152@outlook.com
C1153,Mateo Martínez,La Plata,2025-02-27,Ave,mateo.martinez.1153@yahoo.com.ar
C1154,Valentina González,Berisso,2024-09-14,Otro,valentina.gonzalez.1154@gmail.com
C1155,Candela González,City Bell,2024-09-08,Perro,candela.gonzalez.1155@outlook.com
C1156,Franco Benítez,City Bell,2025-11-16,Gato,franco.benitez.1156@gmail.com
C1157,Bautista Gómez,City Bell,2023-01-05,Gato,bautista.gomez.1157@yahoo.com.ar
C1158,Santiago Sánchez,La Plata,2023-03-27,Ave,santiago.sanchez.1158@hotmail.com
C1159,Facundo González,City Bell,2025-11-18,Gato,facundo.gonzalez.1159@outlook.com
C1160,Tomás Ruiz,Villa Elisa,2023-06-12,Perro,tomas.ruiz.1160@gmail.com
C1161,Franco Ruiz,La Plata,2023-01-09,Perro,franco.ruiz.1161@gmail.com
C1162,Mateo Díaz,Berisso,2026-05-30,Perro,mateo.diaz.1162@gmail.com
C1163,Santiago Suárez,Berisso,2024-11-13,Otro,santiago.suarez.1163@gmail.com
C1164,Martina Romero,Berisso,2023-07-26,Perro,martina.romero.1164@gmail.com
C1165,Franco Rossi,Gonnet,2024-09-08,Otro,franco.rossi.1165@gmail.com
C1166,Mateo Romero,Los Hornos,2024-11-30,Perro y gato,mateo.romero.1166@gmail.com
C1167,Lucía Silva,Ensenada,2024-11-22,Ave,lucia.silva.1167@yahoo.com.ar
C1168,Nicolás Romero,City Bell,2024-07-07,Ave,nicolas.romero.1168@outlook.com
C1169,Julieta Ruiz,City Bell,2025-01-14,Gato,julieta.ruiz.1169@yahoo.com.ar
C1170,Joaquín Acosta,Ensenada,2026-07-06,Gato,joaquin.acosta.1170@outlook.com
C1171,Bruno Romero,Gonnet,2024-01-06,Otro,bruno.romero.1171@outlook.com
C1172,Facundo López,Gonnet,2023-03-12,Ave,facundo.lopez.1172@outlook.com
C1173,Mateo Silva,Ringuelet,2024-08-24,Perro,mateo.silva.1173@yahoo.com.ar
C1174,Santiago López,Tolosa,2025-09-30,Otro,santiago.lopez.1174@gmail.com
C1175,Valentina Gómez,Los Hornos,2025-03-03,Perro y gato,valentina.gomez.1175@gmail.com
C1176,Lucía Álvarez,La Plata,2026-03-31,Gato,lucia.alvarez.1176@gmail.com
C1177,Julieta López,Berisso,2023-08-07,Gato,julieta.lopez.1177@gmail.com
C1178,Bruno Herrera,Los Hornos,2024-12-20,Ave,bruno.herrera.1178@gmail.com
C1179,Bautista Torres,Los Hornos,2025-05-27,Ave,bautista.torres.1179@outlook.com
